text,adv_text,minimal_k
"Amazon burning makes Brazil a leading polluter has made the country one of the world #39;s leading polluters, a long-delayed government report shows. up to 30 percent of the planet #39;s animal and plant species.","Amazon burning makes Brazil a leading polluter has made the country one of the world #39;s leading polluters, a long-delayed government report shows. arriba the 30 percent of the planet #39;s pets and mills species.",4.0
Abbey National Shareholders OK Takeover Shareholders in Abbey National PLC voted overwhelmingly Thursday to approve the bank #39;s acquisition by Santander Central Hispano of Spain.,Cloister Nationale Shareholder OK Takeover Shareholders in Abbey National PLC voted overwhelmingly Thursday to consents the bank #39;s acquisition by Santander Central Hispano of Spain.,4.0
"AC Milan need better efforts Rome, Italy (Sports Network) - AC Milan must improve its play in order to repeat last season #39;s Serie A triumph. So far the Rossoneri have four points after three matches, but have conceded an alarming four goals.","AC Milan need better endeavors Rome, Italy (Sports Network) - AC Sevilla must improve its play in order to repeat last season #39;s Serie A triumph. So far the Rossoneri have four points after three equalize, but have conceded an alarming four objectives.",4.0
"Polish Cops Bust 100-Member Computer Piracy Gang (Reuters) Reuters - Polish police have broken up a gang of\more than 100 hackers who sold pirated music and films, using\academic computer systems around the world to store their\wares, a police spokeswoman said on Tuesday.","Polish Cop Debacle 100-Member Computer Piracy Gang (Reuters) Reuters - Polish police have broken up a gang of\more than 100 hackers who sold pirated music and films, using\academic computer systems around the world to store their\wares, a constabulary spokeswoman indicated on Tuesday.",4.0
"An August Vacation for Inflation Prices came in surprisingly weak, despite surging oil costs. And since crude is likely to recede, the CPI should now stay flat. You wouldn #39;t know that crude-oil prices spiked to their highest levels in two ","An August Vacation for Inflation Prices came in surprisingly weak, despite surging oil costs. And since crude is likely to recede, the CPI should now stay flat. You shouldn #39;t savoir that crude-oil prices spiked to their superior levels during two ",4.0
Graham Starring in Third Season With Pats (AP) AP - Daniel Graham was just a college sophomore when Ben Coates was wrapping up his brilliant career at tight end for the New England Patriots.,Graham Starring in Third Season With Pats (AP) AP - Daniel Graham became purely a college sophomore kai Ben Coates was adjust up his brilliant career at tight end for the New England Patriots.,4.0
"Travelers Could Soon Report to Work Mid-Flight  NEW YORK (Reuters) - Business travelers will be able to  surf the Web securely on long-distance flights by combining  services from Boeing Co. &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=BA.N qtype=sym infotype=info qcat=news""&gt;BA.N&lt;/A&gt; and iPass Inc. &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=IPAS.O qtype=sym infotype=info qcat=news""&gt;IPAS.O&lt;/A&gt;, the  companies plan to announce on Monday.","Travelers Could Soon Report to Work Mid-Flight  NEW YORK (Reuters) - Business travelers will be able to  surf the Web securely on long-distance flights by combining  services from Boeing Co. &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=BA.N qtype=sym infotype=info qcat=news""&gt;BA.N&lt;/A&gt; y iPass Inc. &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=IPAS.O qtype=sym infotype=info qcat=news""&gt;IPAS.O&lt;/A&gt;, nova  companies schematics to declare on Monday.",4.0
Feds Bust File-Sharing Sites Law enforcement agents have raided five homes and one ISP in what the Department of Justice calls the first federal enforcement action against piracy on peer-to-peer networks.,Cops Flop File-Sharing Sites Law enforcing agents have raided five homes and one ISP in what the Department of Justice calls the first federal enforcement action against piracy on peer-to-peer networking.,4.0
Rumor site pictures Photo iPod for holidays A Mac news site says iPods with digital cameras built in may be under Christmas trees this year.,Rumor venues photographic Photo iPod for holidays A Mac news site proclaims iPods avec digital cameras built in may be under Christmas trees this year.,4.0
"Deluxe sale in the script as Rank slips LEISURE giant Rank is considering hiving off its Deluxe film, DVD and video business after it reported a 20 fall in first-half profits.","Deluxe sales in de script as Rank slipping LEISURE massive Rank is considering hiving off its Deluxe film, DVD and video business after it reported a 20 fall in first-half profits.",4.0
"Crystal Palace v Arsenal Crystal Palace defender Fitz Hall is doubtful with a knee problem, but boss Iain Dowie will leave it until the last minute before making a decision.","Crystal Palace volts Armory Crystal Palace defender Fitz Hall is doubtful with a knee problem, but boss Iain Dowie will leave it until the latest minute before making una decision.",4.0
"Oracle mixes messages on PeopleSoft support At its user conference on Wednesday, Oracle continued sending mixed messages to PeopleSoft customers concerned about how Oracle will support their products if it succeeds in its \$9.2 billion takeover bid.","Oracle cocktail messages sobre PeopleSoft support Onto its user conference on Wednesday, Oracle continued dispatch mixed messages to PeopleSoft customers concerned about how Oracle will support their products if it succeeds in its \$9.2 billion takeover bid.",4.0
"Views of Titan hint at frozen volcanoes and methane lakes NASA #39;s Cassini spacecraft has spotted what may be icy volcanic flows and a large lake of oily liquid on Saturn #39;s mysterious moon Titan, scientists said Thursday.","Standpoint of Colossus hint at frozen volcanoes and methane lakes NASA #39;s Cassini spacecraft has spotted what may be icy volcanic flows and a large lake of oily liquid on Saturn #39;s mysterious moon Titan, theologians avowed Thursday.",4.0
"Surf Wirelessly at Dialup Speed Hoping to extend wireless internet access to people without broadband, a Texas company is introducing a base station that works with any dialup connection. But don't expect it to make pages load any faster. By Elisa Batista.","Surf Wirelessly at Dialup Speeding Hoping to extend wireless internet access to people without broadband, a Texas company is introducing a base station that works with any dialup connection. But don't hope it to make pages loaded any speedily. By Elisa Batista.",4.0
"Across New York, a Death Penalty Stuck in Limbo A ruling by New York's highest court on the state's death penalty law has complicated the job of prosecutors and left the fate of inmates uncertain.","During New York, une Death Penalty Stuck in Limbo A ruling by New York's highest court on the state's death penalty law has complicated the job of prosecutors and gauche the fate of inmates volatile.",4.0
"Rates mixed on T-bills Interest rates on short-term Treasury securities were mixed in yesterday's auction. The Treasury Department sold \$19 billion in three-month bills at a discount rate of 2.200 percent, down from 2.210 percent last week. An additional \$17 billion was sold in six-month bills at a rate of 2.425 percent, up from 2.380 percent.","Rates mixed on T-bills Interest rates on short-term Treasury securities were mixed in yesterday's auction. The Treasury Department sold \$19 billion in three-month bills at a discount rate of 2.200 percent, down from 2.210 percent last week. An complementary \$17 trillion became sold onto six-month bills at a rate of 2.425 percent, up from 2.380 percent.",4.0
"Hookes: Bouncer to stand trial Melbourne - A hotel bouncer charged over the death of former Australian Test cricketer David Hookes will stand trial early next year on charges of manslaughter and assault, a court heard on Monday.","Hookes: Goalie of stand trial Melbourne - A hotel bouncer charged over the death of former Australian Test cricketer David Hookes will stand trial early next year on indictments of manslaughter and assault, a court heard on Sunday.",4.0
Russian Government to Discuss Approving Kyoto Pact (Reuters) Reuters - The Russian government said on Wednesday\it would discuss ratifying the Kyoto Protocol on global climate\change to which Moscow holds the key.,Russian Government to Discuss Consents Kyoto Pact (Reuters) Reuters - The Russians government said on Wednesday\it would discussing ratifying the Kyoto Protocol on global climate\change to which Moscow holds the keys.,4.0
"Strong C\$ cuts Aber Diamond Q3 net to US\$8.5M; dividend and &lt;b&gt;...&lt;/b&gt; TORONTO (CP) - The strong Canadian dollar chipped away at Aber Diamond Corp. #39;s quarterly profit but, with sales almost doubling from a year ago, the company said Monday it has initiated a dividend and a share buyback.","Strong C\$ cuts Aber Lozenge Q3 net to US\$8.5M; dividend and &lt;b&gt;...&lt;/b&gt; TORONTO (CP) - The strong Canadian dollar chipped away at Aber Diamond Corp. #39;s quarterly dividend but, with selling almost doubling from a year ago, the company said Monday it has initiated a dividend and una share buyback.",4.0
"NASA needs Lockheed savvy Despite four major disappointments involving Lockheed Martin Space Systems projects in recent years, NASA is unlikely to deny the Jefferson County company future contracts, space analysts said.","NASA should Lockheed savvy Despite four major disappointments involving Lockheed Martin Space Systems projects in recent years, NASA is implausible to refuses the Jefferson County company future contracts, space analysts declared.",4.0
Iran Says it has Converted Some  #39;Yellowcake #39; Uranium Iran says it has converted several tons of raw uranium - also known as  quot;yellowcake quot; - into a gas that can be used in making enriched uranium.,Iran Says it has Converted Some  #39;Yellowcake #39; Uranium Iran affirms it has converting several t of raw uranium - moreover known as  quot;yellowcake quot; - into a gas that can be used in making enriched uranium.,4.0
Sox travel to St. Louis The Red Sox are halfway to capturing something that #39;s slipped just out of reach since 1918 -- the World Series trophy. Boston is gearing up for Game Three Tuesday night when they send Pedro Martinez to the mound against St.,Sox travel of St. Lewis The Red Orioles are halfway to capturing something that #39;s slipped just out of reach since 1918 -- the World Series trophy. Boston is gearing up for Game Trois Tuesday night when they send Pedro Martinez to the mound against St.,4.0
"Yellow Roadway Raises Profit Outlook  NEW YORK (Reuters) - Yellow Roadway Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=YELL.O target=/stocks/quickinfo/fullquote""&gt;YELL.O&lt;/A&gt; on  Tuesday raised its third-quarter earnings outlook, citing a  more disciplined pricing climate and better-than-expected  ""operating efficiencies.""","Wong Roadway Begs Profit Outlook  NEW YORK (Reuters) - Yellow Roadway Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=YELL.O target=/stocks/quickinfo/fullquote""&gt;YELL.O&lt;/une&gt; on  Mardi raised its third-quarter earnings outlook, citing a  more disciplined pricing climate and better-than-expected  ""operating efficiencies.""",4.0
"Hostage #39;s release explained A MILITANT group said today it had released a Canadian hostage, claiming her company pledged to withdraw from Iraq. The group, calling itself The Brigades of the Victorious Lion of God, said Fairuz Yamulky ","Hostage #39;s release explained A MUJAHID group said today it had released a Canadian hostage, claiming her company pledged to withdraw from Iraq. The group, urging myself The Brigades of the Victorious Lion of God, stated Fairuz Yamulky ",4.0
"Afghans Mark 9/11 Anniversary with Mixed Feelings  BAGRAM AIR BASE, Afghanistan (Reuters) - U.S. forces and  their allies in Afghanistan remembered the third anniversary of  the Sept. 11 attacks in somber fashion Saturday, conscious that  the war on terror will be a long one.","Afghans Mark 9/11 Anniversary with Mixed Feelings  BAGRAM AIR BASE, Afghanistan (Reuters) - U.S. forces and  their allies in Afghanistan remembered the third anniversary of  the Sept. 11 attacks in dusky fashion Saturday, conscious that  the war on terror will be une lange eden.",4.0
Peru rebels 'to give up weapons' The man who led a bloody occupation of a police station in Peru says his followers will surrender on Monday.,Biro rebels 'to give upwards weapons' The man who prompted a bloody occupation of a police station in Peru says his followers will surrender on Tonight.,4.0
"Sprint, SBC Forge Wi-Fi Pact Two telecom providers have come together in the name of Wi-Fi. Sprint and SBC Communications have signed a bi-lateral roaming agreement that will enable their customers more wireless access while on the go.","Sprint, SBC Forge Wi-Fi Pact Two telecom providers have come together in the name of Wi-Fi. Spurt and SBC Communications have signed a bi-lateral roaming agreement that will enable their customers plus wireless access whereas on the partir.",4.0
Afghan refugees register to vote Afghan refugees living in Pakistan are registering to take part in next week's landmark presidential elections.,Afghan refugees recorded to vote Afghan refugees living in Pakistan are registering of take part throughout coming week's landmark presidential elections.,4.0
Internet pharmacies face crackdown Many Canadian internet pharmacies supplying Amer-icans with cheap prescription drugs will be forced to close under new licensing restrictions proposed by regulators in the prairie province of Manitoba.,Internet pharmacists facial crackdown Many Canadian internet pharmacies supplying Amer-icans with cheap prescription drugs will be compulsory of close under new licensing restrictions proposed by regulators in the prairie province of Manitoba.,4.0
"BioVeris Files Delayed Annual Report BioVeris Corp. filed its delayed annual report with the Securities and Exchange Commission Monday, only days before a scheduled hearing by the Nasdaq Stock Market on whether to delist the Gaithersburg biotechnology company for failing to report earnings. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;","BioVeris Archive Delayed Annual Report BioVeris Corp. filed its delayed annual report with the Securities and Exchange Commission Monday, only days before a scheduled hearing by the Nasdaq Stock Market on whether to delist the Gaithersburg biotechnology company for failing to report earnings. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ coloration=""#666666""&gt;&lt;B&gt;-Nova Washington Post&lt;/B&gt;&lieutenant;/FONT&gt;",4.0
NASA's Shuttle Hangar Badly Damaged by Storm The gigantic hangar where the space shuttle is prepared for its missions sustained much more damage from Hurricane Frances than initially believed.,NASA's Shuttle Hangar Badly Damaged by Tempest The gigantic hangar whereby the space shuttle is prepared for its missions sustained much more damage from Hurricane Frances afterward initially deemed.,4.0
"South Korean gymnast goes to sport court to get gold medal The South Korean gymnast who lost the all-around title to Paul Hamm because of a scoring error filed an appeal Sunday with a sports arbitration panel, asking it to help him get the gold medal.","South Corrie gymnast goes to sportsman tribunal to get gold medal The South Korean gymnast who lost the all-around title to Paul Hamm because of a scoring error filed an appeal Sunday with a sports arbitration panel, asking it to help him get the gold medallion.",4.0
"Manchester United Ends Arsenal's Streak (AP) AP - Ruud van Nistelrooy's 73rd-minute penalty kick and Wayne Rooney's injury-time goal gave Manchester United a 2-0 victory Sunday over league-leading Arsenal, ending the Gunners' unbeaten league streak at 49 games and moving the Red Devils back into the league chase.","Manchester United Extremities Arsenal's Streak (AP) AP - Ruud van Nistelrooy's 73rd-minute penalty kick and Wayne Rooney's injury-time goal gave Manchester United a 2-0 victory Sunday over league-leading Arsenal, ending the Gunners' unbeaten league streak at 49 games and moving the Red Devils backwards into to league manhunt.",4.0
Miandad #39;s sniping runs true to form IT was a given that someone of influence within Pakistan cricket would seek to destabilise their national team before a ball was bowled in the Test series with Australia.,Miandad #39;s sniping runs genuinely to form IT were a given that nobody of influence within Pakistan cricket would seek to destabilise their national team prior a ball was bowled in the Test series with Australia.,4.0
"Deliberations Begin in Air India Bomb Trial Nearly two decades after Air India Flight 182 exploded over the Atlantic Ocean killing 329 people, the fate of the two Sikh extremists charged with the bombing is finally in hands of a judge.","Deliberations Lancer in Air India Bomb Trial Nearly two decades after Air India Flight 182 exploded over the Atlantic Ocean killing 329 people, the fate of the two Sikh extremists charged with the bombing is lastly onto manos of a judge.",4.0
"78 die after being arrested in Thailand riots TAKBAI, THAILAND - As many as 78 people were crushed in the aftermath of a riot in southern Thailand, officials said on Tuesday. A prominent Thai pathologist told a news conference that most of the victims ","78 die after being arrested in Thailand riots TAKBAI, THAILAND - As many as 78 people were crushed in the aftermath of a riot in southern Thailand, employees said on Tuesday. A prominent Thai pathologist told a news junket that more of nova victims ",4.0
PRODUCT REVIEW: a 'Cold' Soldering Iron (AP) AP - If you're looking for a good holiday gift for a tinkerer you can hardly give away anything more inventive than the Cold Heat soldering iron. It redesigns something that's been virtually unchanged for decades and does so by combining high-school level science and cheap materials.,PRODUCT REVISING: une 'Cold' Soldering Iron (AP) AP - If you're looking for a good holiday gift for a tinkerer you can hardly give away anything more inventive than the Cold Heat soldering iron. It redesigns somethin that's been virtually unchanged per decades and does so by combining high-school level science and cheap materials.,4.0
Schwarzenegger Says He Won't Travel More for Bush (Reuters) Reuters - Popular California Gov. Arnold\Schwarzenegger said on Wednesday he spurned White House\invitations to campaign more widely for President Bush and has\agreed to just one joint appearance.,Schwarzenegger Says He Won't Travel Plus for Bush (Reuters) Reuters - Popular California Gov. Arnold\Schwarzenegger said on Wednesday he overruled White House\invitations to campaign more widely for President Bush and has\agreed to solely uno joint appearance.,4.0
"Yudhoyono's Apparent Win Boosts Markets (AP) AP - Former General Susilo Bambang Yudhoyono took a seemingly unassailable lead Wednesday in Indonesia's presidential election, cheering investors amid hopes he will introduce much-needed economic reforms and provide firm leadership in the war on terror.","Yudhoyono's Obvious Earns Boosts Markets (AP) AP - Former General Susilo Bambang Yudhoyono took a apparently unquestionable lead Wednesday in Indonesia's presidential election, cheering investors amid hopes he will introduce much-needed economic reforms and provide firm leadership in the war on terror.",4.0
"United may cut 6,000 employees United Airlines is mulling plans to cut 6,000 jobs -- or 10 percent of its work force, according to the Financial Times. The move would allow the bankrupt carrier to cut annual operating costs by \$655 million.","United may cut 6,000 employees United Airlines is mulling plans to cut 6,000 jobs -- or 10 percent of its work force, according to the Financial Times. The move should allow nova bankrupt carriers to cut annual operating costs by \$655 trillion.",4.0
Stock Futures Rise as Oil Prices Ease (Reuters) Reuters - U.S. stocks pointed to a slightly\higher open on Monday as investors seek bargains and oil prices\stay below last week's record high of nearly  #36;50 a barrel.,Stock Futures Rise as Oil Price Assuage (Reuters) Reuters - U.S. stocks pointed to a slightly\high opening on Monday as investors seek bargains and oil prices\stay below last week's record high of nearly  #36;50 a barrel.,4.0
"Industry Report: Dec. 6, 2004 With a raft of new products ready to roll out over the next few years, Ford Motor Co. is setting big growth goals for its long-troubled Lincoln Mercury division.","Industry Report: Dec. 6, 2004 With a raft of new products ready to roll out over the next few years, Ford Engine Co. is setting prodigious growth intending for its long-troubled Lincoln Mercury schism.",4.0
"Astros Killer Bs Running Out of Chances ATLANTA - The Killer B's are back to try again, facing a familiar nemesis. Who knows? This might be the last chance for Craig Biggio and Jeff Bagwell to show they can come through when it matters most...","Astros Killer Bs Execution Out of Chances ATLANTA - The Killer B's are back to try again, facing a familiar nemesis. Who knows? This might be the latest chance for Craig Biggio and Jeff Bagwell the show they can come through when it matters longest...",4.0
"Tribesmen die in Pakistan attack At least nine people die in Pakistan's South Waziristan region after a shell hits a vehicle, the army says.","Tribesmen die in Pakistan attack During fewest nine humans die in Pakistan's South Waziristan region after a shell hits a vehicle, the army affirms.",4.0
Developed nations needn #39;t fear outsourcing: IMF The International Monetary Fund (IMF) has debunked fears of job losses in industrialised nations due to outsourcing of services to developing nations.,Worded nations needn #39;tons fear outsourcing: IMF The International Monetary Fund (IMF) has debunked fears of job losses in industrialised nations due to outsourcing of services pour elaborated nations.,4.0
"Sales Season Starts with Modest Expectations Description: Shoppers and retailers are in the thick of the buying season. But at stores in the Washington, DC, area, retailers are keeping their expectations realistic.","Sales Season Starts with Modest Expectations Description: Shoppers and marketers are in the thick of the buying season. Pero at stores in the Washington, DC, area, sellers are keeping their expectations hardheaded.",4.0
"Breakthrough in hydrogen fuel research Dr Joseph Hartvigsen (L) of Ceramatex, Inc, holds a fuel cell during a news conference Nov. 29 at Ceramatex Advanced Materials  amp; Electrochemical Technologies in Salt Lake City.","Breakdown in hydrogen fuel searching Dr Joseph Hartvigsen (liter) of Ceramatex, Inc, holds a fuel cell during a news conference Nov. 29 at Ceramatex Advanced Documents  amp; Electrochemical Technologies in Salt Lake City.",4.0
Beslan braces for revenge Tanik Koizev wanders through the burned-out gymnasium of the school where hundreds of hostages died during a terrifying siege in September.,Beslan prepares under revengeful Tanik Koizev wanders through the burned-out gymnasium of the school where hundreds of hostages died during a terrifying siege in Janvier.,4.0
"Afghan leader escapes attack rocket exploded near a helicopter carrying President Hamid Karzai yesterday, forcing him to abandon his trip and raising questions about how difficult it will be for him ","Afghan leader escapes strikes rocket exploded near a helicopter carrying President Hamid Karzai yesterday, forcing him to abandon his trip and raising things about how painful it gonna be for him ",4.0
"Possibly the fastest way to spend money Next, you could have a Motorola mobile phone with MasterCard PayPass to help you spend money faster.  quot;This is layering on more features to make the cell phone ","Possibly the fastest way to spend money Next, you could have a Motorola mobile phone with MasterCard PayPass to help you spend money faster.  quot;This is layering concerning more idiosyncratic to render the cell telephones ",4.0
"Cougar Football Notes Houston, Texas- - Houston head football coach Art Briles finds himself in somewhat of a quandary as the Cougars prepared to play at the University of Southern Mississippi this Thursday night at MM Roberts Stadium in Hattiesburg, Miss.","Cougar Football Noting Houston, Texas- - Houston head soccer coach Art Briles finds himself in somewhat of a quandary as the Cougars prepared to play at the University of Southern Mississippi this Thursday night at MM Roberts Stadium throughout Hattiesburg, Grable.",4.0
AdWatch: Bush Raps Kerry on Intel Reform (AP) AP - Details of new television ad from President Bush to begin airing Monday:,AdWatch: Bush Raps Kerry on Intel Reform (AP) AP - Clarification of new television announcement from President Bosch to begin airing Mardi:,4.0
Lashko in gold pole position Irina Lashko has put Australia in a strong medal position going into the finals of the Olympic 3m springboard competition in Athens.,Lashko in dorado pole position Irina Lashko has put Australia in a forte medallion poste going into the finals of the Olympic 3m springboard competition in Athens.,4.0
"N. Korea ready #39; to fire off missile WASHINGTON--North Korea may be bluffing, but it appears ready to launch one or more Rodong ballistic missiles capable of hitting Japan anytime it wants, according to a senior US official.","N. Korea lending #39; to bonfire off missile WASHINGTON--North Korea may be bluffing, but it seems prepped to launch one or more Rodong ballistic missiles capable of hitting Japan anytime it wants, according to a senior US official.",4.0
"Turin Winter Games Organizers Sign Peace Deal  ROME (Reuters) - A political row over the 2006 Turin Winter  Olympics has been solved with a power-sharing agreement between  Italy's right-wing government and the left-wing head of the  local committee, organizers said Thursday.","Turin Winter Games Organizers Sign Pacific Addresses  ROME (Reuters) - A political row completed the 2006 Turin Winter  Olympics has been solved with a power-sharing agreement between  Italy's right-wing government and the left-wing head of the  local committee, organizers avowed Thursday.",4.0
"Be Happy, Put Retirement Fears to Rest  WASHINGTON (Reuters) - If retirement fears were  color-coded, they would be somewhere between orange and red  right now.","Be Happy, Put Retirement Fears to Rest  WASHINGTON (Reuters) - If retirement sucks were  color-coded, they would worden nowhere between orange and red  right ora.",4.0
"Under-fire Marsh cuts 3,000 jobs Marsh   McLennan, the US insurance broker being sued for alleged price fixing, is to cut 3,000 jobs as it faces an expected decline in its revenues.","Under-fire Slough cuts 3,000 jobs Bog   McLennan, the US insurance broker being sued for alleged price fixing, is to cut 3,000 jobs as it faces an expected cutback among its revenues.",4.0
"Belarus Says Vote Allows President to Run Again Belarusans voted in favor of scrapping presidential term limits, the Central Elections Commission chief said Monday, citing partial results. Ending the limits would allow the country's authoritarian leader, Alexander Lukashenko, to seek a new term in 2006.","Belarus Says Vote Allows Chairwoman to Run Again Belarusans voted in favor of scrapping chairmanship term limits, the Central Elections Commission chief said Monday, citing partial results. Completion the limits would allow the country's authoritarian leader, Alexander Lukashenko, to seek a new term into 2006.",4.0
Waterloo lessons could aid medics \The high survival rate among the injured at the battle of Waterloo could help inform modern medicine.,Waterloo lessons could apu medics \The superior survival rate chez the injured at the battle of Waterloo could help apprise modern medicine.,4.0
"Saddam, Defense Lawyer Meet for 1st Time (AP) AP - Saddam Hussein met for the first time since his capture a year ago with a defense lawyer Thursday, two days after Iraq announced it will soon bring top figures of the fallen regime to court, the chief of the former dictator's legal team said.","Saddam, Defense Lawyer Cater for 1st Timeframe (AP) AP - Saddam Hussein met for the first time since his capture a year ago with a defense lawyer Thursday, two days after Iraq announced it will soon bring top figures of the fallen regime to court, the chief of the antique dictator's judiciary team said.",4.0
"US Open Glance RESULTS: Men, third round: No. 2 Andy Roddick, No. 18 Tommy Robredo and No. 28 Joachim Johansson won. Also advancing to the fourth round were Tomas Berdych, Tommy Haas and Michael Llodra.","US Open Glance RESULTS: Men, third round: Without. 2 Andy Roddick, No. 18 Tommy Robredo and No. 28 Joachim Johansson triumphed. Yet promote to the fourth round were Tomas Berdych, Tommy Haas and Michael Llodra.",4.0
"Some Lexmark, Dell Printers May Present Electrical Hazard Approximately 40,000 laser printers manufactured by Lexmark International Inc. were recalled this week, according to a statement released by the Consumer Product Safety Commission (CPSC).","Some Lexmark, Dell Printers May Present Electrical Menace Circa 40,000 laser printers manufactured by Lexmark International Inc. was recalled this week, according to a statement emancipated by the Consumer Product Safety Commission (CPSC).",4.0
Pitcairn sex offenders receive sentences Four Pitcairn Island men convicted of multiple sex offenses received jail sentences of between two and six years Friday. Two other men have been ordered to perform community service.,Pitcairn sex offenders receive sentences Four Pitcairn Island men convicted of multiple sex offenses received jail sentences of between two and six years Friday. Deux alia humans have been ordained to perform community service.,4.0
"Intel lowers Q3 revenue estimates The chip maker now expects revenue of between \$8.3 billion and \$8.6 billion due to lower-than-expected worldwide demand for its processors as well as ""customer reductions in component inventory levels.""","Intel downsize Q3 revenue estimate The chip maker presently expects revenue of between \$8.3 billion and \$8.6 mln due to lower-than-expected worldwide demand for its processors as well as ""customer reductions in component inventory levels.""",4.0
