text,adv_text,minimal_k
"Statistically Michael Schumacher is the best, though it's not an apples to apples comparison as the car is a much larger factor in driver success than it has been in the past.  My vote's with Ayrton, he had a razor sharp focus that I haven't seen since, and F1 in the early 1990's was much more competitive than it is today.","Statistically Michelle Schumacher is to higher, though it's not an apples to apples comparison as the car is a much larger factor in driver success than it has been in the past.  My vote's with Ayrton, il had a razor sharp focus that I haven't seen already, and F1 in the early 1990's was much more competitive than it is today.",5.0
The Knights of Malta have not engaged in actual military activities since Napolean's seizure of Malta in 1798 at least.,To Knights of Malta have nah betrothed throughout veritable military activities since Napolean's seizure of Malta in 1798 at least.,5.0
"Only if the dental condition is related to, or as a direct result of active duty service. POW's are eligible under this ruling, as are former service members who are 100% disabled or can prove 100% individual unemployability.","Only unless the dental condition is related to, or as a direct result of active duty service. POW's are permissible under this ruling, because are former service members whom are 100% disabled neither can prove 100% individual unemployability.",5.0
Because your intellect can not handle the process of death. We don't want your brain to explode now do we?,Because votre intelligentsia can nos handle the process of death. We don't wanna uour brain to explode now do we?,5.0
"There are definitely many, many technical temp agencies that hire employees with the skills you describe, especially in areas where technical jobs are plentiful. I would suggest conducting a search in your area for ""technical temp agencies"" or contacting a local employment recruiter to ask about technical temp agencies in your locale.","There are definitely many, many technical temp agencies that hire employees with the skills you describe, especially in areas where technical jobs are plentiful. I would insinuate conducting a search in your area for ""technical temp agencies"" oder contacting a local employment recruiter to ask toward technical temp agencies onto thy locale.",5.0
"Genetic defects can occur randomly, but the mother getting sick or having an unhealthly lifestyle during pregnacy could also cause birth defects like deafness.","Genetic defects can occur randomly, but the mammy getting sick or having an unhealthly lifestyle during pregnacy could otherwise reason birth vulnerabilities adores deafness.",5.0
"TO request your reports go to www.annualcreditreport.com or call (877)322-8228 toll free, or write Annual Credit Report\nRequest Services, P.O. Box 105281 \nAtlanta, GA 30348-5281, you can get 1 free copy from the three major credit reporting agency.","TO request your reports go to www.annualcreditreport.com or call (877)322-8228 toll free, or write Annual Credit Report\nRequest Services, P.O. Box 105281 \nAtlanta, GA 30348-5281, you can get 1 free copy from nova iii momentous loans reporting organ.",5.0
"http://www.scottrade.com\n\n""6 times in a row, ranked 'highest in investor satisfaction with online trading services'"" - J.D. Power and Associates\n\nSee for your self: http://www.scottrade.com/frame_awardpr.asp","http://www.scottrade.com\n\n""6 dates in a row, ranked 'highest in investor contentment with online trading services'"" - J.D. Power and Associates\n\nSee toward your self: http://sss.scottrade.kom/frame_awardpr.asp",5.0
"Pele probably made his money whilst playing for the New York Cosmos late in his carreer (and a much lesser extent, playing the guitar). If by sponsor you mean companies which paid him to endorse their product, i think he did something for Aramis.","Pele probably made his money whilst playing for the New York Cosmos late in his carreer (and a much lesser extent, playing the guitar). If by sponsor you mean corporations which paid him to endorse their produces, i imagining he wo something into Aramis.",5.0
"First of all, I don't see why this matters. This is the second popular culture question I've answered in the last ten minutes asking if some celebrity is gay. I think Yahoo! Answers could change its name to ""The Gay List"" and no one notice a difference.\n\nAll joking aside, according to NNDB, Maroon 5's frontman Adam Levine is straight. I can't speak for the other members, as they are not listed on the site; but a good guess would be no. Unless they are ""out of the closet"" speculating on which celebrities are gay is useless.","First of all, I don't see why this matters. This is the second popular culture question I've answered in the last ten minutes asking if some celebrity is gay. I think Yahoo! Answers could change its name to ""The Gay List"" and no one notice a difference.\n\nAll joking sideways, according to NNDB, Maroon 5's frontman Adam Levine exists directly. I can't speak for the other members, as they are not listed on the site; but a good guess would be no. If they are ""out of the closet"" speculating on which celebrity are gay is useless.",5.0
"Basically, its a test to see if a program or hardware setup crashes, usually over an extended period of time.","Virtually, its a test to see if a program or hardware setup crashes, habitually over an prolonging period del timeframe.",5.0
"Arfie, the dog is the Mascot of DogPile (http://dogpile.com). You can read a biography of Arfie at the following site :\n\n(1) http://www.dogpile.com/info.dogpl.toolbar/search/help/meetarfie.htm\n(2) http://www.dogpile.com/info.dogpl.toolbar/search/help/about.htm\n(3) http://news.earthweb.com/bus-news/article.php/569161","Arfie, the dog is the Mascot of DogPile (http://dogpile.com). You can lis a biographical di Arfie per the following site :\n\n(1) http://sss.dogpile.com/info.dogpl.toolbar/search/help/meetarfie.htm\n(2) http://www.dogpile.com/info.dogpl.toolbar/search/help/about.htm\n(3) http://news.earthweb.com/bus-news/article.php/569161",5.0
"The Urea (or the Krebs-Hensliet) cycle outlines the mechanism by which ammonia is finally produced in the final reaction (involving Arginine, if I am right)\n\nAmmonia excretion can also be regarded as excretion of Nitrogen from different intermediates in the body. All of these N containing intermediates converge into the TCA cycle from where they become amino acids through enzymes known as deaminases or transminases. These amino acids converge to a common amino acid (alanine in humans, if i recollect well) which then travels to Kidney and initiates the UREA cycle to finally result in the production of Ammonia","The Urea (or the Krebs-Hensliet) cycle outlines the mechanism by which ammonia is finally produced in the final reaction (involving Arginine, if I am right)\n\nAmmonia excretion can also be regarded oj excretion des Nitrogen from different intermediates in the body. All of ces N containing intermediates converge under the TCA cycle from where they become amino acids through enzymes known as deaminases or transminases. Ces amino acids converge to a common amino acid (alanine in humans, if i recollect well) which then travels to Kidney and initiates the UREA cycle to finally result in the production of Ammonia",5.0
I would say that at this time Google Earth is pretty much as good as it gets.  It is an amazing program.  Any other program would probably utilize the same satellite imagery.,I would say that at this time Google Earth is pretty much as decent as it gets.  It is an amazing program.  Eveything other program would undeniably employs to same satellite imagery.,5.0
"According to Forbes, there are 374 Billionaires in the US (26 of their Forbes 400 richest Americans are NOT billionaires).  http://www.forbes.com/free_forbes/2005/1010/089.html\n\nAccording to http://answers.google.com/answers/threadview?id=6330 , there were 17.1 Million Millionaires in the US in 2002.\n\nAccording to one source, 1 in 125 Americans are millionaires (as of 2004).  http://www.globalpolicy.org/socecon/inequal/2004/0615millionaires.htm\n\nPartial answer, partial credit?  Hope it helps.","Pursuant to Forbes, there are 374 Millionaires in the NOUS (26 of their Forbes 400 richest Us are NOT billionaires).  http://www.forbes.com/free_forbes/2005/1010/089.html\n\nAccording to http://answers.google.com/answers/threadview?id=6330 , there were 17.1 Million Millionaires in the US in 2002.\n\nAccording to one source, 1 in 125 Americans are millionaires (as of 2004).  http://www.globalpolicy.org/socecon/inequal/2004/0615millionaires.htm\n\nPartial answer, partially credit?  Hope it helps.",5.0
"The speed of sound in air depends on a number of factors - air temperature and pressure.  Generally the higher the altitude the lower the speed of sound.\n\nIn air, sound waves travel at around 330 metres/second (when the air temperature is 0 degrees centigrade). At 40 degrees centigrade (a very very hot day) the velocity increases to 354 metres/second in air.\n\nThe average figure for speed of sound at standard temperature and pressure is quoted as 343 metres per second or 767 miles per hour.","The speed of sound in air depends on a number of factors - air temperature and pressure.  Generally the higher the altitude the lower the speed of sound.\n\nIn air, sound waves travel at around 330 metres/second (when the air temperature is 0 degrees centigrade). At 40 degrees centigrade (a very very hot day) the velocity increases to 354 metres/second in air.\n\nThe average figure for quicken to sound into standardized temperature and pressure is referenced as 343 metres per second or 767 miles per hour.",5.0
"You've got to ask yourself what you're expecting from this relationship with your girlfriend.  If its just a fling and she feels the same way then you've answered your question.\n\nIf she feels the relationship is special and you don't then you have to ask yourself:\n\nDo I care about her or am I just interested in my own selfish pleasure?\n\nIf it's the latter, just realize that you will be breaking her heart...","You've got to ask yourself what you're expecting from this relationship with your girlfriend.  If its just a fling and she feels the same way then you've answered your question.\n\nIf she deems nova relationship is singular y you don't then you have to ask yourself:\n\nDo I care about her or am I just interested in my own selfish pleasure?\n\nIf it's the latter, just realize that you will be breaking her epicentre...",5.0
"The active ingredient in brown recules spider venom is thought to be sphingomyelinase D, which is an enzyme that degrades some lipids very important to the body.  There is not a proven natural way to inhibit sphingomyelinase D, so tissue death aound the site of the bite will occur and may continue for some time.\n\nSee a doctor ASAP.  (Like tonight)","The active ingredient in brown recules spider venom is thought to be sphingomyelinase D, which is an enzyme that degrades some lipids very important to the body.  There is nicht a proven natural way to inhibit sphingomyelinase D, so tissue death aound the site of the bite will occur and may continue on some time.\n\nSee una doctorate ASAP.  (Like mondays)",5.0
"Strictly speaking, anybody can be sued for anything.  Whether the suit gets anywhere is another question.  You should probably consult an attorney to see what your liability, if any, might be.","Strictly speaking, anybody can be sued for anything.  Whether the suit gets anywhere is another question.  You should potentially consult an attorney to see what your liability, unless eveything, conceivably fi.",5.0
You could just use an instant messenger application that has file sharing such as Yahoo messenger or MSN messenger.  This would take out the middle man and actually get it there quicker.,You could just use an instant messenger application that has file sharing such as Yahoo messenger or MSN messenger.  This would take out the medium man y actually obtain it vi vite.,5.0
"You have a few options here:\n\n- You can run it from the command line.  Go to Start->Run and type ""cmd"" and press Enter.  Then, cd to the directory containing the file and run it with options.\n\n- You can right click on the program and select Properties... - I believe there is a field that should let you specify options to use when running it.","You have a few options here:\n\n- You can run it from the command line.  Go to Start->Run and type ""cmd"" and press Enter.  Then, cd to the directory containing the file and run it with options.\n\n- You can right click on the program and select Properties... - I believing there exists a area that should permit you defines options to use when running it.",5.0
"Depends on your situation.  You can first consult someone like a non-profit consumer credit counseling services.  They may be able to lower your bills to a manageable amount and drop interest rates as well as get the collectors to stop calling.  If it has gotten very bad and you have nothing, you can consult with a bankruptcy attourney and see what options will work for you.  \n\nI wish you luck...not a great time for this around the holidays.  But know that no matter what happens it always works out somehow.","Depends on your situation.  You can first consult someone like a non-profit consumer credit counseling services.  They may be able to lower your bills to a manageable amount and drop interest rates as well as get the collectors to stop calling.  If it has gotten very bad and you have nothing, you can consult with a bankruptcy attourney and see what options will work for you.  \n\nI wish you opportunities...nope a great time for this around the holidays.  Although savoir that no matter what happens it always works outward somehow.",5.0
"Since housing is usually the biggest expense, I would say cut that first--downsize, or rent instead of pay mortgage. The next easiest thing to cut is food expense--eat at home instead of at restaurants. Also, cable/internet/phone can cost hundreds a month so you might consider consolidating those or looking into VOIP.\n\nAlso, you don't have to stop working completely--you can try consulting or doing a home-based business to keep cash flowing in.","Since housing is usually the biggest expense, I would say cut that first--downsize, or rent instead of pay mortgage. Nova imminent easiest thing to cut is food expense--eat at home instead of at restaurants. Elsewhere, cable/internet/phone can cost hundreds a month so you might consider consolidating those or looking into VOIP.\n\nAlso, you don't have to stop labor completely--you can try consulting or doing a home-based business to conserving cash flowing in.",5.0
"Things you decide to follow. If you see something while logged in that you would like to not forget you can choose to add it to your watch list.\n\nYou can do this by clicking on the ""add to watch list"" link on the page of the question you would like to follow.\n\nStuff that you want to follow can be saved in this manner future reference. Please note that in means that you need to be logged in to do so.","Things you decide to follow. If you see something while logged in that you would like to not forget you can choose to add it to your watch list.\n\nYou can do this by clicking on the ""add to watch list"" link on the page of the question you would like to follow.\n\nStuff that you envy to followed can be saved in this manner futur reference. Please noting that in means that you necessary to be logged in to do so.",5.0
"stick in the cd. wait, then close whatever comes up on screen. then double click my computer, go to the cd icon and right click on it and select explore. then pick whatever file you need (exe? or some autorun?)","stick in the cd. wait, then close whatever comes up on screen. then double click my computer, go to the cd icon and right click on it and select explore. thus opted whatever archival vous must (exe? or some autorun?)",5.0
try opening it with microsoft word. right click on the file and choose open with and then choose word or a the program that you think created the file.,seek inaugural it with microsoft word. right click on the file and choose open with and then choose word or a the program that you presume engendered to file.,5.0
"Easiest convertor is just Google -- what a great tip someone showed me!\n\nJust go to google and type in\n  55 ft lbs in newton meters\nand up pops the answer:\n  55 (ft lbs) = 74.5699872 newton meters\n\nLikewise\n  65 (ft lbs) = 88.1281666 newton meters\n\nAnd\n  75 (ft lbs) = 101.686346 newton meters\n\nTo give you an idea of what this means, a standard mechanics torque wrench can apply up to 200 newton meters of turning force.","Easiest convertor is just Google -- what a great tip someone showed me!\n\nJust go to google and type in\n  55 ft lbs in newton meters\nand up pops the answer:\n  55 (ft lbs) = 74.5699872 newton meters\n\nLikewise\n  65 (ft lbs) = 88.1281666 newton meters\n\nAnd\n  75 (ft lbs) = 101.686346 newton meters\n\nTo provide te an brainchild to what this medio, a standard mechanics torque wrench can apply up to 200 newton meters of turning force.",5.0
"If you register for the GRE you are offered free testing materials from ETS.  These include a number of practice problems, two sample tests and some additional suggestions all on a CD-ROM.\n\nA free flash card service like www.flashcardexchange.com also has innumerable sets of vocabulary word flash cards.","If you register for the GRE you are offered free testing materials from ETS.  These include a number of practice problems, two sample tests and some additional suggestions all on a CD-ROM.\n\nA free flash card services adores www.flashcardexchange.com yet possesses innumerable sets du vocabulary word flash cards.",5.0
"i've yet to see anything in the UI that shows the ""ladder"" so to speak. i know of about 3 people that have reached level 3 and if you choose me as the right answer, i'll be closer :-) at this time, i don't think there's anyone at 4 or 5 given the daily limits.","i've yet to see anything in the UI that shows the ""ladder"" so to speak. i know of about 3 people that have reached level 3 and if you choose me as the right answer, i'll be closer :-) at this time, i don't think there's nobody at 4 or 5 gave de everyday boundaries.",5.0
"There are various procedures to recover data from standard ATA Hard Disks. If you are relatively unexperienced with computers, I would suggest going to a professional in your area to restore the data. If you're willing to take the time try stellarinfo, it's highly recommended. I've left a couple of links for you as well. Also, you may try Norton Ghost, ghost the partition or disk and then go back in through Ghost Explorer and extract the files that way.","There are various procedures to recover data from standard ATA Hard Disks. If you are relatively unexperienced with computers, I would suggest going to a professional in your area to restore the data. If you're willing to take the time try stellarinfo, it's highly recommended. I've left a couple of bindings for you because allright. Yet, you maggio try Norton Ghost, ghost the partition or disk and then go back in through Ghost Explorer and extract the files that way.",5.0
"Go to the county recorder of deeds where the sales price might be easy to read, or you can figure out the code (e.g., the number of stamps).","Partir for the county recorder of deeds where the sales price might be easy to read, or you can figure out the encryption (f.grammes., the number of stamps).",5.0
"No.  Jews do not accept Jesus as the messiah because:\n\n1) Jesus did not fulfill the messianic prophecies.\n2) Jesus did not embody the personal qualifications of the Messiah.\n3) Biblical verses ""referring"" to Jesus are mistranslations.\n4) Jewish belief is based on national revelation.","No.  Jews do not accept Jesus as the messiah because:\n\n1) Jesus did not fulfill the messianic prophecies.\n2) Jesus did not embody the personal qualifications of the Messiah.\n3) Biblical verses ""referring"" to Jesus are mistranslations.\n4) Yehuda belief exists base for nationwide revelation.",5.0
Well chemistry is a subject that is far too wide to be fit in one website. There are a lot of exhaustive and informative websites around. Check the following subject sprcific websites please. Do check out chemistrycoach.com,Well chemistry is a subject that is far too wide to be fit in one website. There are a lot of exhaustive and informative websites around. Check the following subject sprcific website pray. Does checked outward chemistrycoach.com,5.0
"No one knows for sure, but the leading answer is that its an evolved comunication tool. It is a signal to the others of Joe Cavemans group that its time to change their resting state (going to sleep or waking up). There may be benefits to have everyone in the group on the same rest cycle.","No one knows for sure, but the leading answer is that its an evolved comunication tool. It is a signal to the others of Joe Cavemans group that its time to change their resting state (going to sleep or waking up). There may worden virtues to ha somebody at the group on the same rest cycle.",5.0
"Read food labels, and avoid foods with ingredients that end with the letters ""ose"" (sugars).\n\nLearn to cook for yourself.\n\nGet at least 8 hours of sleep every night.\n\nWatch good comedies often.\n\nPay all your bills on time.\n\nAvoid needless use of your credit cards.\n\nSee your doctor for a complete physical once a year.","Read food labels, and avoid foods with ingredients that end with the letters ""ose"" (sugars).\n\nLearn of frying under yourself.\n\nGet at least 8 hours of sleep every night.\n\nWatch good comedies often.\n\nPay all your bills on time.\n\nAvoid needless use of your credit cards.\n\nSee your doctor for a complete physical once una yearly.",5.0
"Brazil and Argentina aren't a part of CONCACAF and are in CONOMBEL I think it's because they have a large population, and the United States has money!","Brazil and Argentina aren't a portions of CONCACAF and are in CONOMBEL I think it's already they have a large demographics, y the Unidos States has money!",5.0
"show them to who? your parents? if so, before you show them your grades, write up a plan of what you will do to improve (ways to study better, extra credit ideas, organization plan, etc.) and present that to your parents at the time that you show them your grades. this will show them that your grades do matter to you and that you really want to improve. and stick to the plan! hope this works =)","show them to who? your parents? if so, before you show them your grades, write up a plan of what you will do to improve (ways to study better, extra credit ideas, organization plan, etc.) and present that to your parents at the time that you show them your grades. this will show them that your grades do matter to you and that you really want to improve. y stick for to schematics! hope this artworks =)",5.0
I am not totally sure of my answer but Andreychuk started with Buffalo in 82-83 and Chris Chelios started in 1983-84 with the Montreal Canadiens as did Yzerman with Detroit while Lemieux started the next season (although there was a few missed season due to disease and retirement),I am nope totally sure of my answer but Andreychuk started with Buffalo in 82-83 and Chris Chelios started in 1983-84 with the Montreal Canadiens as did Yzerman with Detroit while Lemieux started the next season (whilst vi was a few lacked season due to disease y retirement),5.0
I like Rachel and of course Emeril.  Bobby Flay always has great recipes.  Rachel seems to be a downhome girl and I like some of her stories cuz I lived in New Orleans 3 different times and can relate.....also to Emeril.  I use Food Network all the time to get new ideas for cooking/baking.,I like Rachel and of course Emeril.  Bobby Flay always has great recipes.  Rachel seems to be a downhome girl and I like some of her stories cuz I lived in New Orleans 3 different times and can relate.....also to Emeril.  I exploit Food Grids entire the time to get novo brainchild for cooking/baking.,5.0
"Dollar General doesn't seem to have a contact email listed on the company web site. However, they do have a corporate office number:\n\nCorporate Office\n100 Mission Ridge \nGoodlettsville, TN 37072\n(615) 855-4000\n\nMy guess is this is no use to you. Perhaps somebody else knows it. Good luck","Dollar General doesn't seem to have a contact email listed on the company web site. However, they do have a corporate office number:\n\nCorporate Office\n100 Mission Ridge \nGoodlettsville, TN 37072\n(615) 855-4000\n\nMy imagines is this is no use to you. Probable nobody else knows it. Nice likelihood",5.0
"Why do you need proof to have faith? The definition of faith is believing without seeing.  Jesus makes reference to this many times in the Bible.  He didn't want to perform miracles because he didn't want to have to prove who he was.  He just wanted people to believe. I mean, isn't it kind of an insult to someone when you ask for proof?  It means you don't trust that person and you can't have a relationship without trust.  If you don't trust that he is the Messiah, you can't have a relationship with him.","Why do you need proof to have faith? The definition of faith is believing without seeing.  Jesus makes reference to this many times in the Bible.  He didn't want to perform miracles because he didn't want to have to prove who he was.  He just desired gens pour believing. I mean, isn't it kind of an insult to someone when you ask for proof?  It means you don't trust that person and you can't have a relationship without trust.  Although you don't trust that he is the Messiah, you can't have a relationship with him.",5.0
"people belive there is always a deeper meaning to everything. thats why people record messages then play it back in reverse, if they hear words they belive it's a hidden message that was pourposly put there.","people wasnt there is always a deeper meaning to everything. thats pourquoi people record messages then play it back in reverse, if they hear words they belive it's a conceals message that was pourposly mise vi.",5.0
A. Potential energy = Force * Distance\n     = (50 * 9.8) * 10\n     = 4900 J\nB. Power rating = Energy / time = 4900 / 5 = 980 Watts,A. Opportunity energies = Force * Distance\n     = (50 * 9.8) * 10\n     = 4900 J\nB. Electricity assessment = Energy / time = 4900 / 5 = 980 Watt,5.0
"I've always loved the time-frame that spans from right before Thanksgiving to Valentine's Day.  You've got several holidays in there...special times when people stop & realize that Love is a *verb* & treat each other accordingly.  :)  But, thanks to my fiancee & his 5 little girls, CHRISTmastime has become more special than I ever thought possible!","I've always loved the time-frame that spans from right before Thanksgiving to Valentine's Day.  You've got multiplicity vacations in there...special times when people stop & realize that Love is a *verb* & treat each other accordingly.  :)  But, appreciation to my fiancee & his 5 little girls, kringle has become more singular than I ever thought possible!",5.0
"It's easy to remember, short, but also hard to dial by accident, and it's not equal to any pre-existing prefixes.","It's easy to reminisce, short, but also hard to dial by accident, y it's nothing wager pour any pre-existing prefixes.",5.0
"Not only is this not a question, but it's not even related to hockey.  Perhaps you want to know more about BreTt HUll, a hockey player who will certainly enter the hall of fame and who retired this season.  If that's what you mean, I've included a link for your benefit.","Not only is this not a question, but it's not even related to hockey.  Apt you want to know more about BreTt HUll, a hockey player who will certainly enter the hall of fame and who retired this season.  If that's what you imply, I've encompassed a nexus for your perks.",5.0
"watching a heartwarming movie or any feel-good movie, something that will delight you in the end.. but I guess that will depend to what your hobbies are, if you like cooking, then cook or if you like shopping, then shop til you drop.. i think whatever you do as long as you're happy doing it and you're not causing trouble to someone then that's worthwhile...","watching a heartwarming movie or any feel-good movie, something that will delight you in the end.. but I guess that willingness count to what your hobbies are, if you like cooking, then cook or if you like shopping, then shop til you drop.. i feel whatever you do as long as you're happy doing it and you're nope causing trouble to someone then that's fruitful...",5.0
I know someone who claims to have cured it with Vic’s Vapor Rub. I don't know if that's possible since it starts deep in the nail bed. There was a write up about it a few years ago in Runners World but it didn't mention nail fungus in particular. It just said it had good anti fungal properties.,I know someone who claims to have cured it with Vic’s Vapor Rub. I don't know if that's possible since it starts deep in the nail bed. There was a write up about it a few years ago in Runners World but it didn't mention nail fungus in especial. It exclusively said it took good against fungal assets.,5.0
"NO NO NO!  Do not send any cash or information to them, please!  This is a classic e-mail scam, and they will steal your money!","NO NO NO!  Do not send any cash or information to them, please!  This is a classic e-mail hustle, y they willingness vol votre money!",5.0
"No.  You can have a 401k and a Roth IRA, but the Roth and the Traditional reach a max whether you put it all in one or a combination of the two.","No.  You can have a 401k and a Roth IRA, but the Roth and the Traditional accomplishing a maxie whether you put it all in one or a combination de de deux.",5.0
"I am not a Republican, but I play one on TV...:-) Seriously, I believe that they feel trading some freedom for more security is a wise policy.  I understand the need to feel safe, and I am generally in favor of measures that increase our security.  However, that does not extend to the Patriot Act, which I see as a slippery slope away from what America is supposed to be.","I am not a Republican, but I play one on TV...:-) Seriously, I believe that they feel trading some freedom for more security is a wise policy.  I understood the need to feel safe, and I am generally in favor of measures that broadened our security.  Anyhow, that does not broadening de the Patriot Act, which I see as a slippery slope away from what America is supposed to be.",5.0
"According to the Oxford English Dictionary, it comes from Assoc., which is short for Association, because soccer is the game of football, as played under Association rules. Rugby football likewise became Rugger, though this is rarely used today.","According to the Oxford English Dictionary, it comes from Assoc., which is short for Association, because soccer is the game of football, as played under Association rules. Lam football besides becoming Rugger, though this is sparsely uses today.",5.0
no put it back in mail box an flag it  on letter but wrong address let the post office worie aboutr it,no put it back in mail box an flag it  for letter nonetheless improper resolve let to post office worie aboutr it,5.0
"Your Back Brain... then through the front hemisphere, then through your vocal chords out of your mouth. But in all seriousness, words should come from the heart and head, not the nether regions. The way to win someone over is to be the perfect gentleman, say what feels natural, and don't feel forced to say what you don't mean.","Your Back Brain... then through the front hemisphere, then through your vocal chords out of your mouth. But in all seriousness, words should come from the heart and head, not the nether regions. The way to triumphs someone over is pour worden the perfect gentlemen, say what feels naturel, and don't feel forced to say what you don't mean.",5.0
"The Philistines lived in Canaan about the same time as the Isrealites. Their decendents occupied most of the areas, and major cities, the Israelits considered to have been given to them by God. They were appearently sea faring people, as well as good warriors who faced Egyptian, Hittite, and Israelite armies in battle.","The Philistines lived in Canaan about the same time as the Isrealites. Their decendents occupied most of the areas, and major cities, the Israelits considered to have been given to them by God. Ils took appearently sea faring pueblo, as allright as good militant who faced Egyptian, Hittite, and Israelite armies in battle.",5.0
"JSF Stands for Java Server Faces.\n\nIt is new technology for Java and Open Source Tehcnology.\nThis Technology is for Web Application development, where you can rapidly develop web application.\n\nOne of the main advtg is that it make separation of output rendering and bussiness logic.\n\nPersonally, I feel that it is ASP.NET technology for Java.","JSF Stands for Java Server Faces.\n\nIt is new technology for Java and Open Source Tehcnology.\nThis Technology is for Web Application development, where you can rapidly develop web application.\n\nothing to the key advtg exists that it make separation of output rendering and bussiness logic.\n\nPersonally, I feel that it exists ASP.NET technology for Java.",5.0
