text,adv_text,minimal_k
"The jet flying, lamouniee driving, kiss stealing, wheeling and deal, son of a gun, the dirties player of the game, the 16 times world campion, the nature boy Rick flair. WhOOOOOOOOOOOOOOOOOOOOO.\n\nI aslo like the boogie man.  Don't know why but i do.","The jet flying, lamouniee driving, kiss stealing, wheeling and deal, son of a gun, the dirties player of the game, the 16 times world campion, the nature boy Rick flair. WhOOOOOOOOOOOOOOOOOOOOO.\n\nI aslo analogous the boogie man.  Don't know pourquoi yet i doing.",4.0
"The route for this would be to file a civil claim for the benefits. As part of the evidentiary process, DNA samples could be taken from his relatives and your son to determine if he is related to the deceased without exhuming the body. I would talk to a local civil estate lawyer.","The route for this would be to file a civil claim for the benefits. As part of the evidentiary process, DNA samples could be taken from his relatives and your son to determine if he is related to the deceased without exhuming the body. I ought chatter to una local civil estate avocados.",4.0
"Well, I like to learn about history. The best way I like to learn is to study books or watch the History Channel. The internet is also great. I have also learned a lot about history by participating in yahoo answers. They are all great ways to learn about history","Well, I like to learn about history. The best way I like to learn is to study books or watch the History Channel. The internet is also great. I have also learned a lot about history by participating in yahoo answers. Ils be all noteworthy ways to teaches about history",4.0
"Your man's baldness is also linked to heredity. While the balding gene can be inherited from either parent, look at the men on his mother's side of the family to determine the future of his hairline.","Your man's baldness is also bound to heredity. Despite the balding gene can be inherited from either parent, look at the men on his mother's side of the family to determine nova future de his hairline.",4.0
"North jersey or South Jersey? b/c there is a difference in peeps ya know! I've met lots of people from New Jersey. Some are loud, some aren't, just like anywhere else.","North jersey or South Jersey? b/c there is a difference in peeps ya know! I've met lots of people from New Jersey. Certain are loudly, certain aren't, just analogous anywhere else.",4.0
I assume this is an American thing.  Someone please answer as I'm now very curious what 'shrinky dinks' are.  \nWhat are they?  \nWhy do they scare girls?  \nWhy do boys put them around their bed?  \nCan you eat them?  \nDo they have a purpose?,I assume this is an American thing.  Someone please answer as I'm now very curious what 'shrinky dinks' are.  \nWhat are they?  \nWhy do they scare girls?  \nWhy do boys put them around their bed?  \nCan you eat them?  \nDo ils ha una aiming?,4.0
"once you have them you have them.You can get them burned off or use cream that they have now, but once you have them you have them for life. you can be outbreak free for the rest of your life tho. just be open and honest and you will find someone.","once you have them you have them.You can get them burned off or use cream that they have now, but once you have them you have them for life. you can be outbreak extricate for the rest of your life shou. alone be open and honest and vous will find someone.",4.0
It is the groundwork laid by the extreme right to take over the earth by means of global domination and imperialism.  it's all about controlling the worlds energy sources.  specifically fossil fuels.\n\nit's a baseline to establish class cleansing in this country.  Be afraid... be very afraid.\n\nThese people are the modern day equivilant of the Third Reich\n\nhere's what's really going on....\nhttp://www.pnac.info,It is the groundwork laid by the extreme right to take over the earth by means of global domination and imperialism.  it's all about controlling the worlds energy sources.  specifically fossil fuels.\n\nit's a baseline to establish schoolroom cleanliness in this country.  Worden afraid... fi very afraid.\n\nThese people are the modern day equivilant of the Third Reich\n\nhere's what's really going on....\nhttp://www.pnac.info,4.0
a girl who can be truly meant for you will surely come to the right time and right place. just be yourself and be honest as what usually a girl wants. try to have a tour in the different places and have a smiling face all the time. good luck!,a girl who can be truly meant for you will surely come to the right time and right place. just be yourself and be honest as what usually a girl wants. try to have a tour in the disparate places and have a mouse face all the time. alright possibility!,4.0
"At one time dimes were made of silver.  The smaller size was because it was worth more than the nickel (which was made of nickel metal, a less expensive material).","At one time dimes were made of silver.  The smaller extent stood already it was worth more than the nickel (including was made of nickel metal, a less expensive material).",4.0
"humans are mammals, which, yes, are animals.  humans are animals, and as such, fall prey to the same biological urges.  the main drive in life is procreation.  :)  life begets life and all that jazz.","humans are mammals, which, yes, are animals.  humans are animals, and as such, fall prey to the same biological prods.  the main drive in life is replay.  :)  iife begets life and everyone that jazz.",4.0
because u r not searching in the right place\nif u r in a collage and did find one\ngo to club\ntheatre\n... \n..\n.,because u r not searching in the right place\nif u r in a collage y did find eden\ngos the club\ntheatre\n... \n..\n.,4.0
"TCP stands for Transmission Control Proctocol and IP for Internet Protocol. Together, they form the Internet protocol suite, the set of standards for how computers communicate over the internet. It is a set of protocols for how packets of information are addressed and packed. Much more detailed info is in the source below.","TCP stands for Transmission Control Proctocol and IP for Internet Protocol. Together, they form the Internet protocol suite, the set of standards for how computers communicate over the internet. It exists una set of mou in how packets of information are addressed and packed. Much more detailed info is in the source below.",4.0
"I was able to make $1500 over last summer by doing odd jobs around the neighborhood, i just put up a flier and was able to dog-sit, kid-sit, clean pools, mow lawns, pull weeds and help people move, fix computers.\n\nand remember by saving the money and spending it wisely you can get something you really want, or depending how old you are you may want to save for a car or college.\n\nAs long as you want to make money you can find a way. Theres always someone that need help.","I was able to make $1500 over last summer by doing odd jobs around the neighborhood, i just put up a flier and was able to dog-sit, kid-sit, clean pools, mow lawns, pull weeds and help people move, fix computers.\n\nand remember by saving the money and spending it wisely you can get something you really want, or depending how old you are you may want to save for a car or college.\n\nAs lengthened as you wish to deliver financial you can find a way. Theres always someone that need help.",4.0
"802.11 G & B routers transmit at 2.4 ghz.  802.11a routers transmit at 5 ghz.  You may be able to pick up your router signal with an old school cordless phone where you can change channels, but you won't hear anything but fuzz really.","802.11 G & B routers transmit at 2.4 ghz.  802.11a routers transmit at 5 ghz.  You maggio be able to pick up your router signal with an old school cordless phone where you can change channels, yet you won't hear nada yet fuzz really.",4.0
If you need to find someone you used to hang out with there is always Yahoo People Search.  You just type in the person's name and the city and state they live in to find their phone number and address.  You can also search for people's email addresses.,If you need to find someone you used to hang out with there is always Yahoo People Search.  You just type in the person's name and the city and state they live in to find their phone number and address.  You can yet researching pour people's mail addresses.,4.0
"I'd just ask him. Or ask him out. If you know he likes you, then you don't have a lot of chance for embarrassment. Your luck's pretty good on this. Or you can do the little move most girls do.... dropping hints and subtly flirting. Most guys, however, don't get it so just be straightforward.","I'd just ask him. Or ask him out. If you know he likes you, then you don't have a lot of chance for embarrassment. Your luck's pretty good on this. Or you can do the little move most girls do.... dropping hints and subtly flirting. Greatest guys, despite, don't obtain it so just be simply.",4.0
Christ's teachings came directly from him (Gospels)aswell as other people like Paul (Whom Jesus spoke to after he went to take his place at the right hand side of God. \n\nSo I would have to say no. But you also have to treat things not written in the Bible with a lot of sceptisism.,Christ's teachings came directly from him (Gospels)aswell as other people like Paul (Whom Jesus spoke to after he went to take his place at the right hand side of God. \n\nSo I would ai to say no. But you even has de treat things not written in the Bible with a lot of sceptisism.,4.0
"Hello,\n\nWell there are over 421 active projects at my favorite open source project Sourceforge.net so here's the list of Ruby based projects http://sourceforge.net/softwaremap/trove_list.php?form_cat=293 from which you can find one you're intrested in.\n\nHave fun! \n\nP.S. Please close your question if you feel I've answered your question so I can recieve extra points. \n\nThanks,\n\nV","Hello,\n\nWell there are over 421 active projects at my favorite open source project Sourceforge.net so here's the list of Ruby based projects http://sourceforge.net/softwaremap/trove_list.php?form_cat=293 from which you can find one you're intrested in.\n\nHave droll! \n\ns.S. Please close your question if you think I've retaliated your question so I can recieve extra points. \n\nThanks,\n\nV",4.0
I would have to say around 158 degrees Farenheight or lower.\n\nMcDonald's was sued for serving their coffee above that temperature.,I would have to say around 158 degrees Farenheight or lower.\n\nMcDonald's was suing during service their coffee above that weather.,4.0
"When a seed starts to grow.\n'Germinate' comes from 'germ cell' or the cell from where the whole organism grows. So whenever the germ cell is activated and starts growing into the new organism, it is germination. It usually refers to when the baby root and stem start to push out from the seed capsule.","When a seed starts to grow.\n'Germinate' comes from 'germ cell' or the cell from where the whole organism grows. So whenever the germ cell is activated and starts growing into the new organism, it is germination. It fluently refers of wherever the baby root and stem launched to push out from the seed capsule.",4.0
Blender is pretty awesome. \n\nget used to using the space bar to access various tools. The movies \n\nhttp://en.wikipedia.org/wiki/Blender_3D\n\nsome video tutorials\nhttp://www.blender3d.org/cms/Video_Tutorials.396.0.html\n\nSign up and use the popular blender forums\nhttp://www.elysiun.com/forum/\n\nhttp://www.blender3d.com/cms/Websites.7.0.html\n\nA lot of your knowledge will translate because you know 3D terminology.  \n\nGet used to the GKey Skey and using the middle mouse button.,Blender is pretty awesome. \n\nget used to using the space bar to access various tools. The movies \n\nhttp://en.wikipedia.org/wiki/Blender_3D\n\nsome video tutorials\nhttp://www.blender3d.org/cms/Video_Tutorials.396.0.html\n\nSign arriba and used the popular blender forum\nhttp://www.elysiun.com/forum/\n\nhttp://www.blender3d.com/cms/Websites.7.0.html\n\nA lot of your knowledge will convert because you know 3D terminology.  \n\nGet used to the GKey Skey and using the middle mouse button.,4.0
"orthogonal\nAt right angles. The term is used to describe electronic signals that appear at 90 degree angles to each other. It is also widely used to describe conditions that are contradictory, or opposite, rather than in parallel or in sync with each other.","orthogonal\nAt right angles. The term is used to describe electronic signals that appear at 90 degree angles to each other. It is apart brett used to contours condition that are contradictory, or opposite, rather than in parallel or in sync with each other.",4.0
"Maybe they are curious? They watched too many of such movies, and wanted to act like it? They are still kind of pre-mature, so can't blame them...","Maybe they are strange? They watched too many of such movies, and wanted to act like it? They are still species of pre-mature, even can't accuse them...",4.0
"Was it a toy truck? how could that work out, exactly? If your tooth is a front tooth (Which I'm guessing it is) it isn't as strong as a molar. If it is a permanent tooth, you'd better hope it doesn't fall out. It probably won't though, unless its super wiggly.","Was it a toy truck? how could that work out, exactly? If your tooth is a front tooth (Which I'm guessing it is) it isn't as strong as a molar. Although it is a permanent tooth, you'd better hope it doesn't fall out. It indubitably won't yet, excepting its super wiggly.",4.0
He's a bad president cause he didn't react fast to hurricane katrina and he's bad cause he studder's a lot on speeches!!LOL,He's a bad president cause he didn't react fast to hurricane katrina y he's bad cause him studder's a batch on speeches!!LOLA,4.0
"Most websites back in the day were coded only for IE.  Some sites still maintain this standard and will only work with IE.  I don't know about blank pages but most sites that are not completely compatible with Firefox do not render correctly and some features on the page are not usable.  Loading the site in IE should fix the problem.\n\nEven if you don't have flash or shockwave player most websites should load, just with errors but the below poster is correct, you should have those pugins installed for both IE and Firefox.\n\nGet them here, http://www.macromedia.com/","Most websites back in the day were coded only for IE.  Some sites still maintain this standard and will only collaborate with IE.  I don't know about blank pages but most sites that are not completely compatible with Firefox do not render correctly and some features on the page are not usable.  Loading the site in IE should remedy the problem.\n\nEven lf you don't have flash or shockwave player most websites should load, exclusively with errors but the below poster is correct, you should have those pugins installed for both IE and Firefox.\n\nGet them here, http://www.macromedia.com/",4.0
"Check out the Yahoo! Answers blog for a list of people with the most points (excluding member of the Yahoo team, such as Yahooza).","Controlling out the Yahoo! Answers blog for a list del people with the plus points (disqualify member of the Yahoo team, such as Yahooza).",4.0
"Scrubs will start the fifth season on January 3, 2006.  Please see the episode guide link below to see the upcoming episodes.","Scrubs will start the fifth season on January 3, 2006.  Please see the episode guide link below to consults nova futuristic spells.",4.0
"I recommend two stages. First learn the interface and get familiar with how to do basic tasks (i.e. drawing basic shapes, tweaning an object, etc). This can be learned from a good book (reference link #1).\n\nOnce you're familiar with these concepts move on to looking at other people's code. Learning by example is great. Go out and find tutorials and example that you want to duplicate and figure out how it was done. Here is a good link for tutorials (reference link #2).","I recommend two stages. First learn the interface and get familiar with how to do basic tasks (i.e. drawing basic shapes, tweaning an object, etc). This can be learned from a good book (reference link #1).\n\nOnce you're familiar with these concepts move on to looking at other people's ciphers. Learning per example exists grands. Go out and find tutorials and example that you want to duplicate and figure out how it was done. Here is a good link for tutorials (reference link #2).",4.0
"Scheme is not a subset of Common Lisp; it is a separate dialect of Lisp that was designed to be much smaller and somewhat more elegant. It is intended primarily for teaching and research although it has many other uses as well.  Scheme is a small language, hence easy to implement, so there are many implementations around.","Planning is not a subset of Common Lisp; it is a separate dialect of Lisp that was designed to be much smaller and somewhat more elegant. It is intended primarily for teaching and research although it has many other uses as well.  Schemes is a smallest tongue, hence easy to implement, so there are many implementations around.",4.0
Curruption specially in UP and Bihar preventing Industries to come to these states and with high population these states are the burden on Indian Economy.,Curruption specially in UP and Bihar avoided Industries to come to these states and with high population these states are de instructs sobre Indian Economy.,4.0
"Yes. ""A person shall not operate a motor vehicle with a colored transparent or translucent substance or material installed, affixed or applied on or in front of the head lamps, the auxiliary driving lamp or the auxiliary passing lamp or combinations of the head lamps, driving lamp or passing lamp that would obstruct, reduce or interfere with the visibility or effectiveness of the head lamps or that would change the color of light emitted. This paragraph does not prohibit the placement of clear transparent material mounted in front of the head lamps, fog lamps or auxiliary driving lamps.""","Yes. ""A individual shall not operate a motor vehicle avec a colored transparent or translucent substance or material installed, affixed or applied on or in front of the head lamps, the auxiliary driving lamp or the auxiliary passing lamp or combinations of the head lamps, driving lamp or passing lamp that would obstruct, reduce or interfere with the visibility or effectiveness of the head lamps or that would change the color of light emitted. This paragraph does nos prohibit the placement of clear transparent documents mounted in front of the head lamps, fog lamps or auxiliary driving lamps.""",4.0
"Yes, but you have to bend your own ways to help make someone that special person, and if you're really lucky that person will bend a little for you.","Yes, but you have to bend your own ways to help make someone that special person, and if you're really lucky that person will curved una minimal for vous.",4.0
"I would stay away from penny stocks. This stock is at a 52 week low for a reason. Also, penny stocks can be manipulated easily with pump and dump schemes.\n\nYou're better off putting your money in other transportation stocks like JB HUNT or Fed Ex. Both are excellent companies.","I would stay away from penny stocks. This stock is at a 52 week low for a reason. Also, penny stocks can be manipulated easily with pump and dump schemes.\n\nYou're better off putting your money in other transportation stockpiles like JB HUNT or Fed Ex. Whether are unpaid company.",4.0
With the Privacy in Information Act it's now actually a federal crime for any online service to disclose his SSN so you'll likely get nowhere on-line.  Do what the prior poster recommended and visit your local office.,With the Privacy in Information Act it's now actually a federal crime for any online service to disclose his SSN so you'll likely get anyplace on-line.  Does quel the prior poster recommended and visitation your local office.,4.0
"well, I don't think you'll be able to find a ¨teacher¨ but you'll find someone whose native language is the lang you are trying to learn.\nTne deal is you teach them english and they teach you their own language:  friendsabroad.com","well, I don't think you'll be able to find a ¨teacher¨ albeit you'll find someone whose native language is the lang you are trying to learn.\nTne deal exists you teach them fre and they lectured you their own language:  friendsabroad.com",4.0
"I'm not sure where the British expression came from, but Cheerios (the cereal) was originally called Cheerioats when it was introduced in 1941.  The name was changed to Cheerios in 1945.","I'm not sure where the British expression came from, but Cheerios (the cereal) was originally called Cheerioats when it was introduced in 1941.  The appointment was tampered of Cheerios for 1945.",4.0
"Flying.\n\nHaven't been on an airplane in sixteen years.\n\nDon't like being on top of tall buildings either.\n\nI know it's irrational, but what can you do?","Flying.\n\nHaven't been on an airplane in sixteen years.\n\nDon't like being on top of tall buildings either.\n\nI know it's mindless, although whereof can you doing?",4.0
Higher education financial is available for you.  You financial assistance is based on the income that your parents make.  If they a lot then you get less.  Check out the site for more information.,Higher education financial is available for you.  You financial assistance is based on the income that your parents make.  If they a lot then you get less.  Controlling out the venue for plus informational.,4.0
"when the egg and sperm unites theres fertilization. after that unity, the egg and sperm will become multiples cells which would eventually become a fetus and growing and growing to become a baby. that baby will then come out either from your mother's abdomen (c-section) or vagina (normal delivery)","when the egg and sperm unites theres fertilization. after that unity, the egg and sperm will become multiples cells which would eventually become a fetus and growing and growing to become a baby. that baby desire upon come outward neither from your mother's abdomen (c-section) or vagina (normal delivery)",4.0
You used to be able to do that for free.  Now you have to have a paid account.  Then they give you the proper server addresses and login privilages to do so.  Sorry.,You used to be able to do that for free.  Now you have to have a paid account.  Thus ils give vous the proper server addresses and login privilages to does so.  Sorry.,4.0
"You have alot of questions and alot of feelings.  Yes, there are people who care. Not everyone is a jerk. We can find answers if we thoughtfully seek them out and ask God for help.  It sounds like you need to find someone to help you find the answers, and someone to talk to and share your life.  Be patient, things will be OK , and the answers will come.....and so will the best companion for you...","You have alot of questions and alot of feelings.  Yes, there are people who care. Not everyone is a jerk. We can find answers if we thoughtfully seek them out and ask God for help.  It sounds like you need to find someone to help you find the answers, and someone to talk to and exchanging your life.  Be diseased, things will be VERYWELL , and the answers will arrives.....and so will the best companion for you...",4.0
"As far as my company, www.youdobusiness.com, is concerned, you can get as high as 90% comission with very good training programs.","As far as my company, www.youdobusiness.com, is concerned, you can get as high as 90% comission avec abundantly buena training emissions.",4.0
it depends on where you are in the country and how much education you have. the numbers are aggregated so its over all markets and industries. so if you are in an industry that isnt growing then you need to look elsewhere.,it depends on where you are in the country and how much education you have. the numbers are aggregated so its over all markets and industries. so lf you are in an industry that somthing growing then you needs to look else.,4.0
"Well, if you feel funny about it, then no you shouldn't.  Just tell your friend that it weirds you out a little.  Maybe you could offer to help him get clothes of his own or give him some old clothes to keep?","Well, if you feel funny about it, then no you shouldn't.  Just tell your friend that it weirds you out a little.  May you did offers to help him get clothes of his own ord give him some old clothes to keep?",4.0
"The Pythagorean Theorem definitely: a^2+b^2=c^2 \n\nPoint slope form: y - y1 = m(x-x1) \nStandard y equation: y=mx+b\n...Sorry, cant think of any more. \nSee, the rest of the equations that i could give you are not the ones EVERYONE should know :)","The Pythagorean Theorem definitely: a^2+b^2=c^2 \n\nPoint slope form: y - y1 = m(x-x1) \nStandard y equation: y=mx+b\n...Sorry, cant think of any more. \nSee, the roosting of the equations that i could give you are nothing nova those EVERYONE should know :)",4.0
My Podiatrist said i had worn off the padding on the bottom of my feet.Have inserts made or buy some inserts from pharmacy.,My Podiatrist said i had worn off the padding on the bottom of my feet.Got inserts made neither procure some inserts from pharmacist.,4.0
"Bloods are the must hardcore, ""B""-Kuz we are smaller than the CKrips. So we got to be harder. But even though the Ckrips are bigger they still cant touch or Phuck with the Bloods.\n\nB's up. Piru 4 life Blood. SOOWWOO!!! keep it Damu.","Bloods are the must hardcore, ""B""-Kuz we are smaller afterwards the CKrips. So we got to be harder. But even if the Ckrips are larger they still cant touch or Phuck with the Bloods.\n\nB's up. Piru 4 life Blood. SOOWWOO!!! maintain it Damu.",4.0
can get muscle problems like myositis and myopathy...(muscle pain and weakness)..the way to treat it is to stop the statin and try other ways/medication to lower lipids.,can get muscle problems like myositis and myopathy...(muscle pain and weakness)..the road to treat it is the stop the statin and try other ways/medicines the lower lipids.,4.0
"I really hope youre sitting down cause this is a tough one hmmm..... in order to gain you must USE energy and get some sun more often. just find an maintenence routine workout, karate, etc.","I really hope youre sitting down cause this is a tough one hmmm..... in order to gain you must USE energy and get some sun more often. just found an maintenence normal workout, taekwondo, etcetera.",4.0
